Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Cancelled_by_Driver_Reason,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Type
2025-08-31,19:20:31,CNR4578226,Success,IND3708,Bike,IFFCO Chowk,Huda City Centre,12.4,17.5,0.0,,0.0,,0.0,,377.304,9.0,4.8,3.7,UPI
2025-08-23,07:33:12,CNR4578890,Success,EXP7346,Auto,Sector 21,Palam Vihar,3.2,8.4,0.0,,0.0,,0.0,,268.032,6.62,4.9,3.6,Wallet
2025-08-21,09:28:23,CNR4579894,Success,IND6760,Auto Sharing,Sector 18,Sector 54,14.8,25.4,0.0,,0.0,,0.0,,172.97,11.98,3.3,4.9,Cash
2025-08-11,11:37:23,CNR4580598,Cancelled by Customer,IND6054,Bike Lite,Sector 22,Sohna Road,0.0,0.0,1.0,Driver is not moving towards pickup location,0.0,,0.0,,0.0,0.0,,,
2025-08-05,05:49:47,CNR4581410,Success,EXP7794,Bike,Sector 42,Udyog Vihar,6.7,22.7,0.0,,0.0,,0.0,,645.56,23.98,4.4,3.7,Cash
2025-08-21,01:08:32,CNR4582380,Success,IND3026,Auto Sharing,Sikanderpur,Sector 54,6.4,21.4,0.0,,0.0,,0.0,,306.71,3.79,3.1,4.0,UPI
2025-08-14,22:28:16,CNR4585104,Success,IND1986,Auto Sharing,Sector 15,Rosewood City,14.4,31.2,0.0,,0.0,,0.0,,115.98,1.21,3.7,3.9,Cash
2025-08-08,07:00:09,CNR4586253,Success,IND5755,Cab Premium,Sector 18,Sector 48,13.2,28.8,0.0,,0.0,,0.0,,465.54,1.79,3.9,4.5,UPI
2025-08-13,01:28:46,CNR4586587,Success,IND9129,Cab Economy,Sector 39,DLF Phase 1,5.5,11.2,0.0,,0.0,,0.0,,140.19,12.39,4.2,4.9,UPI
2025-08-19,03:14:13,CNR4586734,Cancelled by Customer,IND8871,Bike,South City 2,Sector 43,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-24,03:12:54,CNR4587537,Success,EXP5102,Cab Economy,Sector 56,Sector 32,8.4,20.1,0.0,,0.0,,0.0,,560.364,10.07,3.6,4.7,Cash
2025-08-18,14:16:22,CNR4589750,Success,EXP7018,Bike,Sector 52,DLF Phase 1,10.1,15.7,0.0,,0.0,,0.0,,319.56,7.98,3.6,3.6,Cash
2025-08-05,08:20:49,CNR4590788,Success,IND9915,Cab Economy,Sohna Road,DLF Phase 1,14.9,24.2,0.0,,0.0,,0.0,,400.13,3.64,3.1,3.5,Card
2025-08-28,17:01:57,CNR4591407,Success,IND8786,Cab Economy,Sector 45,Sector 34,9.5,21.7,0.0,,0.0,,0.0,,294.81,17.8,3.6,3.3,Wallet
2025-08-22,23:40:01,CNR4594128,Success,IND4644,Cab Premium,Sector 43,Sector 37,4.8,20.9,0.0,,0.0,,0.0,,185.88,5.54,4.7,4.9,Cash
2025-08-22,16:27:18,CNR4595299,Success,EXP1269,Cab Economy,Sohna Road,Cyber City,14.3,21.6,0.0,,0.0,,0.0,,317.94,23.62,4.0,4.0,Card
2025-08-08,08:26:19,CNR4595775,Cancelled by Driver,IND6781,Bike Lite,Sector 14,Golf Course Road,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-27,01:40:52,CNR4595971,Success,IND7120,Auto,Sector 44,MG Road,11.0,28.2,0.0,,0.0,,0.0,,356.02,20.91,4.9,4.5,Cash
2025-08-10,06:35:03,CNR4596078,Cancelled by Customer,IND8456,Cab Premium,DLF Phase 3,Sector 47,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-01,04:02:22,CNR4596436,Success,EXP3631,Auto Sharing,Sector 48,Sector 42,8.4,26.6,0.0,,0.0,,0.0,,238.69,10.53,4.4,4.1,UPI
2025-08-19,14:04:10,CNR4596609,Success,EXP9371,Auto,Sector 14,Sector 48,9.3,27.0,0.0,,0.0,,0.0,,191.56,18.28,4.2,4.9,Wallet
2025-08-14,16:09:10,CNR4597277,Success,IND1545,Auto,Sector 18,Sector 56,5.9,22.9,0.0,,0.0,,0.0,,261.24,9.75,4.1,3.1,Wallet
2025-08-29,12:42:12,CNR4597959,Cancelled by Customer,IND3492,Bike Lite,Ardee City,Sector 43,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-05,12:12:04,CNR4599721,Success,EXP7628,Bike Lite,Sector 39,Sector 52,4.8,13.0,0.0,,0.0,,0.0,,321.78,19.98,4.1,3.3,Cash
2025-08-07,03:24:28,CNR4600516,Success,IND5177,Auto,Sector 32,Sector 39,3.2,18.4,0.0,,0.0,,0.0,,764.69,19.12,3.3,4.9,Card
2025-08-02,15:30:28,CNR4600952,Cancelled by Driver,EXP8452,Bike,Sector 44,Sector 32,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-30,18:28:10,CNR4600990,Success,EXP2969,Auto Sharing,South City 2,Sector 55,12.5,27.0,0.0,,0.0,,0.0,,787.476,23.93,4.3,4.4,Wallet
2025-08-29,03:32:49,CNR4600995,Success,IND1518,Cab Premium,Sector 15,Sector 22,4.1,20.6,0.0,,0.0,,0.0,,497.02,3.64,3.1,3.9,Wallet
2025-08-16,03:04:57,CNR4601343,Success,IND3163,Cab Premium,DLF Phase 4,Sector 52,3.6,13.4,0.0,,0.0,,0.0,,234.624,20.93,3.8,4.4,Card
2025-08-19,10:22:38,CNR4604483,Cancelled by Driver,IND6940,Bike,Sector 29,Sector 23,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-05,03:30:08,CNR4605052,Incomplete,IND4080,Auto Sharing,Sector 56,Sector 50,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-17,09:12:35,CNR4605745,Success,EXP9467,Auto,Rosewood City,Sector 47,12.0,19.4,0.0,,0.0,,0.0,,574.704,10.83,3.4,3.8,UPI
2025-08-28,08:39:24,CNR4605844,Success,EXP6801,Bike,Sector 44,Sector 42,3.3,19.3,0.0,,0.0,,0.0,,366.79,7.35,4.4,4.7,Wallet
2025-08-18,08:48:50,CNR4606877,Cancelled by Driver,IND6814,Cab Economy,Sector 15,Sector 47,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-22,10:43:08,CNR4607137,Success,IND6972,Auto Sharing,Rosewood City,NH8,14.2,31.4,0.0,,0.0,,0.0,,189.5,6.29,3.5,4.2,Card
2025-08-13,02:30:46,CNR4607280,Cancelled by Driver,IND7846,Cab Economy,Sector 40,Sohna Road,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-12,12:03:37,CNR4607491,Success,IND7399,Cab Economy,DLF Phase 3,Sector 17,8.6,28.2,0.0,,0.0,,0.0,,1849.43,1.77,4.6,3.9,UPI
2025-08-19,01:13:47,CNR4607576,Incomplete,EXP6193,Auto Sharing,Cyber City,Sector 15,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-12,15:10:33,CNR4607838,Success,EXP5244,Cab Premium,Golf Course Road,South City 1,7.4,24.9,0.0,,0.0,,0.0,,589.64,8.44,4.3,4.3,Wallet
2025-08-13,01:26:39,CNR4608459,Success,EXP1643,Cab Economy,Jacaranda,NH8,13.1,32.5,0.0,,0.0,,0.0,,612.51,4.43,4.1,4.3,UPI
2025-08-24,17:26:05,CNR4609134,Success,EXP8246,Bike Lite,Sector 53,Sector 31,3.1,15.4,0.0,,0.0,,0.0,,418.883999999999,17.59,4.7,3.4,Cash
2025-08-27,15:35:32,CNR4609175,Cancelled by Driver,IND9271,Auto,Sector 49,Sector 37,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-13,19:38:44,CNR4609237,Success,IND2067,Bike Lite,IFFCO Chowk,MG Road,2.3,13.9,0.0,,0.0,,0.0,,704.09,22.65,3.0,4.3,UPI
2025-08-02,14:17:12,CNR4610739,Success,EXP6226,Bike Lite,Sector 14,Sector 53,8.9,18.5,0.0,,0.0,,0.0,,1178.328,2.15,4.1,3.7,Cash
2025-08-18,23:04:46,CNR4611076,Success,IND5405,Auto Sharing,DLF Phase 1,Palam Vihar,4.1,19.7,0.0,,0.0,,0.0,,479.24,14.72,3.6,4.1,UPI
2025-08-12,17:08:52,CNR4612278,Incomplete,IND4649,Auto Sharing,Sector 46,Sector 21,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-24,11:19:52,CNR4612703,Success,IND3111,Cab Economy,Cyber City,MG Road,2.6,16.2,0.0,,0.0,,0.0,,643.68,23.8,4.4,4.4,UPI
2025-08-14,06:40:23,CNR4614153,Success,IND9090,Cab Economy,Sector 51,Sector 52,4.5,20.4,0.0,,0.0,,0.0,,308.55,16.55,4.2,4.7,Wallet
2025-08-05,09:22:52,CNR4614293,Cancelled by Driver,EXP8946,Auto,Sector 34,Sohna Road,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-08,02:40:19,CNR4614524,Success,EXP2453,Auto Sharing,Sector 39,Sector 32,5.2,24.3,0.0,,0.0,,0.0,,420.28,17.93,3.1,4.3,Card
2025-08-11,03:51:46,CNR4614534,Success,IND3566,Auto Sharing,Sector 39,DLF Phase 5,4.3,21.0,0.0,,0.0,,0.0,,159.28,21.72,3.0,3.1,UPI
2025-08-27,23:27:14,CNR4616389,Cancelled by Customer,IND6378,Bike,MG Road,Sector 56,0.0,0.0,1.0,Driver is not moving towards pickup location,0.0,,0.0,,0.0,0.0,,,
2025-08-22,08:05:02,CNR4617104,Success,EXP2924,Cab Premium,Sector 56,Sector 17,8.1,19.5,0.0,,0.0,,0.0,,271.27,6.61,4.6,4.4,UPI
2025-08-18,02:27:46,CNR4618216,Incomplete,EXP1154,Cab Premium,Sector 37,Sector 34,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-01,16:30:11,CNR4618632,Success,IND4376,Cab Economy,Sikanderpur,Sector 39,6.3,21.4,0.0,,0.0,,0.0,,478.03,22.14,4.2,4.9,Card
2025-08-12,14:43:33,CNR4619603,Incomplete,EXP6051,Auto,DLF Phase 4,Sector 34,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-11,09:13:33,CNR4619667,Incomplete,IND1947,Bike Lite,Sector 38,DLF Phase 4,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-26,16:18:41,CNR4620191,Success,IND7028,Auto,Sector 39,Sector 32,4.3,20.3,0.0,,0.0,,0.0,,745.65,23.76,3.8,4.1,UPI
2025-08-07,11:22:12,CNR4620258,Success,EXP4277,Auto Sharing,DLF Phase 1,Sector 54,5.8,23.1,0.0,,0.0,,0.0,,346.22,1.34,3.0,3.4,Cash
2025-08-28,14:24:17,CNR4621581,Success,EXP5946,Bike,DLF Phase 5,Sector 51,9.8,23.1,0.0,,0.0,,0.0,,889.87,6.11,3.2,4.9,UPI
2025-08-26,07:08:30,CNR4623425,Cancelled by Driver,IND1370,Cab Economy,Sector 48,Jacaranda,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-02,00:20:26,CNR4626734,Cancelled by Driver,EXP3915,Auto,Sector 39,Sector 49,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-06,12:11:18,CNR4628495,Cancelled by Customer,EXP9557,Auto Sharing,Sector 17,DLF Phase 2,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-21,00:37:06,CNR4630414,Success,IND8106,Auto Sharing,DLF Phase 5,Sector 39,14.2,23.7,0.0,,0.0,,0.0,,106.62,8.0,3.6,4.5,Cash
2025-08-08,15:22:54,CNR4630794,Incomplete,IND6630,Bike,Sector 53,DLF Phase 4,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-25,21:26:04,CNR4631941,Success,IND8480,Auto Sharing,Sector 37,Sector 23,4.4,16.3,0.0,,0.0,,0.0,,736.22,13.74,4.7,4.9,Wallet
2025-08-02,19:52:39,CNR4633988,Success,IND6881,Auto Sharing,Sector 46,Sector 48,8.9,17.7,0.0,,0.0,,0.0,,931.091999999999,19.82,4.8,3.2,UPI
2025-08-08,13:09:01,CNR4634073,Success,IND3199,Bike,Sector 52,Sector 40,4.8,23.2,0.0,,0.0,,0.0,,210.25,11.81,4.9,4.2,Wallet
2025-08-11,16:37:16,CNR4634367,Cancelled by Driver,EXP9904,Auto Sharing,Sector 31,Sector 44,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-02,19:34:32,CNR4634653,Cancelled by Customer,EXP2982,Cab Premium,Sector 42,Sector 23,0.0,0.0,1.0,Wrong Address,0.0,,0.0,,0.0,0.0,,,
2025-08-11,23:02:25,CNR4635556,Incomplete,IND2386,Auto Sharing,Ardee City,Sector 51,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-12,09:52:16,CNR4638934,Success,IND2606,Bike,Sector 44,Sector 38,12.2,18.1,0.0,,0.0,,0.0,,204.96,5.18,4.7,3.4,Wallet
2025-08-07,13:55:58,CNR4640377,Incomplete,IND8689,Bike Lite,Sector 46,Sector 53,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-10,18:02:52,CNR4643003,Success,IND7752,Bike Lite,DLF Phase 3,Sohna Road,8.4,16.1,0.0,,0.0,,0.0,,1065.17999999999,13.31,4.6,4.4,Wallet
2025-08-19,10:37:49,CNR4645044,Success,IND8796,Auto Sharing,Sector 45,Sector 38,10.7,24.5,0.0,,0.0,,0.0,,277.29,5.96,3.0,3.0,Wallet
2025-08-15,19:08:55,CNR4648338,Success,IND7096,Cab Premium,Huda City Centre,DLF Phase 3,5.0,14.9,0.0,,0.0,,0.0,,107.82,6.04,4.3,4.0,Cash
2025-08-07,20:58:00,CNR4648658,Cancelled by Driver,IND6476,Cab Economy,Sector 46,Sector 15,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-06,01:57:22,CNR4651387,Cancelled by Driver,IND8736,Auto,Sector 52,Sector 34,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-22,05:16:50,CNR4652342,Success,IND1692,Bike,Sector 40,Golf Course Road,12.9,32.9,0.0,,0.0,,0.0,,247.13,20.08,3.5,4.9,UPI
2025-08-17,01:38:46,CNR4652641,Success,IND4460,Bike Lite,MG Road,Sector 39,3.1,20.4,0.0,,0.0,,0.0,,507.371999999999,1.39,4.1,4.9,UPI
2025-08-24,04:55:10,CNR4653773,Success,EXP8281,Bike,Sector 50,Palam Vihar,9.9,29.2,0.0,,0.0,,0.0,,689.088,9.63,4.9,3.7,UPI
2025-08-27,00:17:51,CNR4654054,Cancelled by Customer,IND2149,Auto Sharing,DLF Phase 4,Cyber City,0.0,0.0,1.0,Wrong Address,0.0,,0.0,,0.0,0.0,,,
2025-08-16,04:14:58,CNR4655647,Success,IND8737,Cab Premium,Sector 18,South City 1,6.2,16.6,0.0,,0.0,,0.0,,227.519999999999,16.56,3.4,4.4,Cash
2025-08-10,13:17:33,CNR4656304,Success,IND1635,Bike Lite,Sector 44,Udyog Vihar,5.8,11.6,0.0,,0.0,,0.0,,546.0,19.42,3.8,4.4,UPI
2025-08-24,20:39:40,CNR4657945,Cancelled by Customer,IND9038,Auto,Sector 48,DLF Phase 1,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-01,18:34:46,CNR4661596,Success,IND3715,Cab Economy,DLF Phase 3,Ardee City,12.8,26.3,0.0,,0.0,,0.0,,792.65,4.79,3.3,3.9,UPI
2025-08-26,07:19:54,CNR4661632,Success,EXP1128,Auto,IFFCO Chowk,Sector 47,5.4,21.7,0.0,,0.0,,0.0,,727.58,9.78,4.1,4.1,Cash
2025-08-11,10:28:50,CNR4664434,Cancelled by Driver,IND3381,Cab Premium,Sector 48,Sector 37,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-11,06:51:09,CNR4664664,Cancelled by Driver,EXP9501,Cab Economy,Sector 32,Sikanderpur,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-28,06:46:08,CNR4666760,Success,IND8074,Cab Economy,Sector 31,DLF Phase 2,9.5,19.9,0.0,,0.0,,0.0,,724.82,14.83,3.0,4.5,Wallet
2025-08-13,22:36:39,CNR4667575,Cancelled by Driver,EXP6537,Auto Sharing,South City 1,Sector 40,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-24,11:34:12,CNR4668581,Success,IND8394,Cab Economy,Sector 23,IFFCO Chowk,8.4,27.0,0.0,,0.0,,0.0,,672.144,18.16,3.2,4.7,Wallet
2025-08-02,20:26:26,CNR4669119,Success,IND1697,Cab Premium,Sector 22,Sector 18,2.9,17.3,0.0,,0.0,,0.0,,163.019999999999,17.04,4.0,4.0,UPI
2025-08-30,10:09:16,CNR4669576,Cancelled by Driver,IND7354,Bike Lite,DLF Phase 3,Sector 46,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-28,12:03:59,CNR4669704,Success,IND7247,Auto,Sector 17,NH8,11.7,22.8,0.0,,0.0,,0.0,,296.51,2.53,3.1,4.5,Cash
2025-08-13,11:41:30,CNR4671632,Success,IND4102,Auto,Sector 55,Sector 46,13.5,20.6,0.0,,0.0,,0.0,,396.01,22.58,5.0,3.2,Cash
2025-08-28,04:03:16,CNR4672085,Incomplete,IND5850,Auto Sharing,Sector 14,DLF Phase 1,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-04,03:29:26,CNR4672330,Cancelled by Driver,EXP3492,Auto,IFFCO Chowk,Sector 46,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-19,02:48:27,CNR4672793,Cancelled by Customer,IND1918,Cab Economy,Sector 29,Sector 22,0.0,0.0,1.0,Wrong Address,0.0,,0.0,,0.0,0.0,,,
2025-08-13,17:11:23,CNR4673493,Success,IND8490,Cab Premium,Ardee City,Huda City Centre,10.5,19.0,0.0,,0.0,,0.0,,588.65,11.48,4.1,3.7,Card
2025-08-27,09:43:52,CNR4673547,Cancelled by Driver,IND1716,Bike,DLF Phase 1,Sector 54,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-03,01:46:29,CNR4674515,Success,EXP2648,Auto Sharing,Sector 56,Sector 32,9.5,20.1,0.0,,0.0,,0.0,,770.016,23.56,3.6,4.0,Card
2025-08-07,18:41:40,CNR4674777,Incomplete,IND9741,Cab Economy,Sector 47,Sector 44,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-15,23:44:04,CNR4676620,Success,IND9830,Cab Premium,Golf Course Road,Sector 14,6.7,25.1,0.0,,0.0,,0.0,,818.23,12.55,4.6,4.8,Wallet
2025-08-19,10:00:25,CNR4676651,Cancelled by Driver,IND7674,Bike,Jacaranda,Sector 39,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-11,00:37:19,CNR4677269,Cancelled by Driver,IND9808,Auto,Sikanderpur,Sector 40,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-16,04:12:40,CNR4677365,Cancelled by Driver,EXP2074,Bike,DLF Phase 3,Sector 51,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-08,09:25:42,CNR4677527,Success,EXP8668,Auto,Sector 55,Sector 18,14.2,32.4,0.0,,0.0,,0.0,,976.0,15.26,4.7,4.3,UPI
2025-08-13,15:56:15,CNR4677663,Success,IND5778,Cab Premium,Sector 49,Sector 39,5.1,20.3,0.0,,0.0,,0.0,,869.56,14.84,4.7,3.8,Card
2025-08-18,18:16:06,CNR4677811,Cancelled by Driver,IND7923,Auto Sharing,Sector 55,NH8,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-12,01:00:36,CNR4681335,Success,IND7028,Auto Sharing,Sector 34,Sector 31,9.5,27.1,0.0,,0.0,,0.0,,384.83,10.12,4.9,4.4,Wallet
2025-08-05,17:41:57,CNR4684061,Cancelled by Driver,IND9626,Cab Premium,DLF Phase 4,MG Road,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-21,15:48:27,CNR4684480,Success,EXP3509,Bike Lite,NH8,Sector 40,3.2,19.7,0.0,,0.0,,0.0,,448.66,5.88,4.1,3.1,Cash
2025-08-15,06:30:06,CNR4686035,Success,EXP4924,Bike Lite,Sector 32,Golf Course Road,8.2,19.2,0.0,,0.0,,0.0,,611.66,13.75,3.6,4.7,Card
2025-08-18,20:14:58,CNR4687412,Cancelled by Customer,IND1006,Bike Lite,Sector 39,Sector 14,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-25,06:05:05,CNR4687974,Incomplete,EXP8192,Auto,Sector 51,Sector 22,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-30,18:07:30,CNR4688124,Success,IND4080,Cab Premium,IFFCO Chowk,Udyog Vihar,8.0,13.2,0.0,,0.0,,0.0,,482.076,9.66,4.5,3.8,UPI
2025-08-09,09:22:06,CNR4688551,Success,IND2715,Bike Lite,DLF Phase 4,South City 1,6.1,16.1,0.0,,0.0,,0.0,,159.347999999999,16.91,4.5,4.2,Card
2025-08-09,19:56:50,CNR4689989,Cancelled by Driver,IND2318,Cab Economy,Sector 52,Sector 38,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-23,06:49:17,CNR4691138,Success,IND7661,Auto,Sector 40,Palam Vihar,10.8,26.0,0.0,,0.0,,0.0,,553.476,7.59,3.4,4.1,Cash
2025-08-02,01:53:33,CNR4692479,Incomplete,IND2249,Bike,Huda City Centre,Sector 22,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-30,06:50:49,CNR4693114,Success,IND5256,Cab Premium,South City 1,Sector 45,10.4,15.9,0.0,,0.0,,0.0,,583.992,21.57,4.9,4.4,Cash
2025-08-02,17:15:56,CNR4693602,Cancelled by Driver,IND9729,Cab Premium,Sector 21,Ardee City,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-15,19:10:57,CNR4695551,Success,EXP3973,Auto Sharing,Sector 47,Sector 32,3.3,14.6,0.0,,0.0,,0.0,,172.71,20.31,3.0,4.4,Wallet
2025-08-10,12:03:06,CNR4695813,Success,IND2196,Cab Premium,DLF Phase 5,NH8,3.5,23.4,0.0,,0.0,,0.0,,445.056,19.37,4.4,4.3,UPI
2025-08-19,04:15:03,CNR4695879,Cancelled by Driver,IND2618,Cab Premium,Sector 39,Huda City Centre,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-11,09:38:32,CNR4695915,Success,IND1078,Cab Premium,Sector 49,DLF Phase 2,2.8,19.8,0.0,,0.0,,0.0,,1643.51,16.77,3.5,3.2,Wallet
2025-08-11,07:21:49,CNR4696458,Incomplete,IND8756,Bike,Golf Course Road,Sector 31,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-15,23:39:32,CNR4697391,Cancelled by Customer,EXP8747,Cab Premium,Sector 38,Cyber City,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-25,23:32:17,CNR4699237,Cancelled by Customer,IND1636,Bike,Sector 34,Sector 53,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-08,12:40:24,CNR4699788,Incomplete,IND9265,Cab Economy,DLF Phase 4,Sector 40,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-09,16:02:42,CNR4701339,Incomplete,IND6443,Cab Economy,Sector 15,Sector 49,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-19,15:02:32,CNR4701490,Success,IND3972,Cab Premium,MG Road,Sector 18,3.2,9.5,0.0,,0.0,,0.0,,154.59,7.84,4.2,4.8,UPI
2025-08-22,10:07:49,CNR4702590,Success,IND8995,Auto Sharing,Sector 45,Sector 37,14.7,31.8,0.0,,0.0,,0.0,,435.16,18.7,3.7,4.4,UPI
2025-08-06,17:34:25,CNR4702831,Success,IND4180,Auto Sharing,Sector 48,Sector 51,13.9,23.8,0.0,,0.0,,0.0,,968.16,13.74,4.4,3.6,Card
2025-08-09,10:26:40,CNR4703158,Success,IND7275,Auto Sharing,Sector 23,Sikanderpur,10.7,21.5,0.0,,0.0,,0.0,,193.835999999999,9.88,4.9,4.7,Cash
2025-08-05,15:28:16,CNR4704697,Success,EXP2772,Bike Lite,DLF Phase 5,Sector 14,9.3,20.7,0.0,,0.0,,0.0,,571.76,8.83,3.9,4.8,UPI
2025-08-22,09:26:50,CNR4705205,Success,IND4799,Auto Sharing,Sikanderpur,DLF Phase 3,14.9,22.8,0.0,,0.0,,0.0,,904.39,22.94,4.9,4.6,Card
2025-08-22,12:58:08,CNR4705480,Cancelled by Driver,IND6317,Cab Economy,Sector 31,IFFCO Chowk,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-02,10:48:59,CNR4706953,Success,EXP1250,Cab Premium,Sector 49,Sector 46,12.9,27.7,0.0,,0.0,,0.0,,528.576,10.51,3.3,4.9,Card
2025-08-03,09:36:08,CNR4707046,Incomplete,IND4734,Auto,Sohna Road,Sector 39,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-21,10:55:03,CNR4707051,Success,EXP8808,Bike,Sector 31,DLF Phase 3,4.1,16.7,0.0,,0.0,,0.0,,694.49,8.16,4.6,4.3,UPI
2025-08-06,20:34:20,CNR4708207,Cancelled by Driver,EXP1405,Cab Economy,Sector 39,Sector 14,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-04,13:28:24,CNR4708698,Cancelled by Customer,IND7355,Auto,DLF Phase 4,Sector 18,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-18,12:26:35,CNR4710563,Success,IND2139,Cab Premium,DLF Phase 3,Sector 39,12.5,21.6,0.0,,0.0,,0.0,,270.7,17.63,4.0,4.5,Cash
2025-08-27,07:41:31,CNR4710578,Cancelled by Driver,IND5416,Auto,NH8,Huda City Centre,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-17,02:00:19,CNR4712652,Success,IND8394,Bike,Sector 14,Sector 49,11.0,25.3,0.0,,0.0,,0.0,,1159.932,9.35,4.5,4.7,UPI
2025-08-16,09:52:00,CNR4712695,Success,IND7133,Bike,Sector 42,Sector 49,9.8,22.4,0.0,,0.0,,0.0,,555.072,12.51,4.2,4.2,UPI
